comuna,municipio,edad,sexo,máximo_nivel_educativo_alcanzado,grupo_poblacional,tipo_de_contrato,profesión_u_ocupación,salario,cargo_solicitado,nivel_del_cargo,No_días_del_registro_hasta_contratación,No_días_de_la_postulación_hasta_contratación,No_días_del_empleador_en_cubrir_vacante
99,bello,33,femenino,secundaria,ninguno,termino fijo,guía educativo,800000,guia educativo metro de medellin,operativo,112,70,15.0
6,medellin,33,femenino,tecnológico,ninguno,termino fijo,guía educativo,800000,guia educativo metro de medellin,operativo,112,70,15.0
12,medellin,39,femenino,profesional,ninguno,termino fijo,guía educativo,800000,guia educativo metro de medellin,operativo,112,70,15.0
99,itagui,36,femenino,técnico,ninguno,termino fijo,guía educativo,800000,guia educativo metro de medellin,operativo,112,70,15.0
7,medellin,36,masculino,técnico,ninguno,termino fijo,guia educativo,800000,guia educativo metro de medellin,operativo,81,12,15.0
6,medellin,54,masculino,tecnológico,ninguno,termino fijo,mecanica,800000,guia educativo metro de medellin,operativo,81,12,15.0
16,medellin,51,masculino,profesional,ninguno,termino fijo,ingeniera industrial,800000,guia educativo metro de medellin,operativo,872,12,15.0
8,medellin,23,masculino,secundaria,ninguno,termino fijo,bachiller,800000,guia educativo metro de medellin,operativo,81,12,15.0
8,medellin,30,femenino,técnico,ninguno,termino fijo,administración,800000,guia educativo metro de medellin,operativo,1012,12,15.0
99,bello,29,masculino,técnico,ninguno,termino fijo,ventas y servicios,800000,guia educativo metro de medellin,operativo,112,12,15.0
60,medellin,30,femenino,tecnológico,ninguno,termino fijo,procesamiento de alimentos,800000,guia educativo metro de medellin,operativo,875,12,15.0
99,la estrella,29,masculino,secundaria,ninguno,termino fijo,bachiller,800000,guia educativo metro de medellin,operativo,81,12,15.0
99,bello,28,femenino,secundaria,ninguno,termino fijo,bachiller,800000,guia educativo metro de medellin,operativo,81,12,15.0
99,itagui,22,femenino,tecnológico,ninguno,termino fijo,gestión humana,800000,guia educativo metro de medellin,operativo,764,12,15.0
3,medellin,26,masculino,técnico,ninguno,termino fijo,promotor desarrollo rural,800000,guia educativo metro de medellin,operativo,973,12,15.0
2,medellin,27,masculino,técnico,ninguno,termino fijo,comercial,800000,guia educativo metro de medellin,operativo,251,12,15.0
16,medellin,27,femenino,profesional,ninguno,termino fijo,educación fisica y recreación,800000,guia educativo metro de medellin,operativo,81,12,15.0
2,medellin,28,femenino,tecnológico,ninguno,termino fijo,sistemas de gestión ambiental,800000,guia educativo metro de medellin,operativo,81,12,15.0
13,medellin,23,femenino,tecnológico,ninguno,termino fijo,telecomunicaciones,800000,guia educativo metro de medellin,operativo,916,12,15.0
11,medellin,63,masculino,primaria,ninguno,termino fijo,auxiliar de bodega,737717,auxiliar de bodega,operativo,10,1,15.0
4,medellin,54,masculino,primaria,ninguno,termino fijo,auxiliar de bodega,737717,auxiliar de bodega,operativo,10,1,15.0
13,medellin,32,masculino,primaria,ninguno,termino fijo,auxiliar de bodega,737717,auxiliar de bodega,operativo,10,1,15.0
99,bello,26,femenino,profesional,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,308,12,14.0
13,medellin,38,femenino,tecnológico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,81,12,14.0
10,medellin,49,femenino,profesional,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,1174,12,14.0
99,la estrella,31,femenino,técnico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,609,12,14.0
2,medellin,31,femenino,técnico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,81,12,14.0
4,medellin,28,masculino,tecnológico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,788,12,14.0
99,barbosa,30,femenino,tecnológico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,117,12,14.0
99,bello,30,masculino,técnico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,1120,12,14.0
11,medellin,38,femenino,profesional,ninguno,prestación de servicios,profesional para apoyo administrativo cedezos,4690870,profesional para apoyo administrativo cedezos,administrativo,1307,12,15.0
7,medellin,37,femenino,profesional,ninguno,prestación de servicios,"profesional para apoyo técnico, administrativo y financiero- impacto",4690870,"profesional para apoyo técnico, administrativo y financiero- impacto",administrativo,1308,12,15.0
16,medellin,38,femenino,profesional,ninguno,prestación de servicios,"profesional especializadoapoyo técnico, administrativo y financiero- capital semilla",6085454,"profesional especializadoapoyo técnico, administrativo y financiero- capital semilla",administrativo,1308,12,15.0
6,medellin,36,femenino,profesional,ninguno,prestación de servicios,"profesional especializado para apoyo técnico, administrativo y financiero",6085454,"profesional especializado para apoyo técnico, administrativo y financiero",administrativo,1289,12,15.0
13,medellin,44,femenino,técnico,ninguno,prestación de servicios,técnico para el acompañamiento administrativo a la gestión de comodatos,2535605,técnico para el acompañamiento administrativo a la gestión de comodatos,técnico,1309,12,15.0
15,medellin,57,masculino,técnico,ninguno,prestación de servicios,técnico para el acompañamiento administrativo a la gestión de comodatos,2535605,técnico para el acompañamiento administrativo a la gestión de comodatos,técnico,1103,12,15.0
9,medellin,47,masculino,técnico,ninguno,prestación de servicios,técnico para el acompañamiento administrativo a la gestión de comodatos,2535605,técnico para el acompañamiento administrativo a la gestión de comodatos,técnico,1293,12,15.0
5,medellin,32,femenino,técnico,ninguno,prestación de servicios,técnico para el acompañamiento administrativo a la gestión de comodatos,2535605,técnico para el acompañamiento administrativo a la gestión de comodatos,técnico,1308,12,15.0
16,medellin,26,femenino,técnico,ninguno,prestación de servicios,técnico para el acompañamiento administrativo a la gestión de comodatos,2535605,técnico para el acompañamiento administrativo a la gestión de comodatos,técnico,679,12,15.0
99,envigado,22,femenino,técnico,ninguno,prestación de servicios,bachiller para apoyar operación  de call center,1648142,bachiller para apoyar operación  de call center,técnico,81,12,15.0
14,medellin,29,femenino,profesional,ninguno,prestación de servicios,"profesional para apoyo técnico, administrativo y financiero - enplanta",4690870,"profesional para apoyo técnico, administrativo y financiero - enplanta",administrativo,886,12,15.0
99,envigado,36,femenino,técnico,ninguno,prestación de servicios,técnico para apoyo administrativo,2535605,técnico para apoyo administrativo,técnico,1194,12,15.0
9,medellin,52,masculino,profesional,ninguno,prestación de servicios,profesional para apoyo a indicadores económicos,4690870,profesional para apoyo a indicadores económicos,administrativo,1218,12,15.0
99,copacabana,44,masculino,técnico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,81,12,14.0
99,bello,28,femenino,tecnológico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,81,12,14.0
16,medellin,28,masculino,tecnológico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,81,12,14.0
99,copacabana,24,masculino,tecnológico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,81,12,14.0
12,medellin,30,masculino,tecnológico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,81,12,14.0
99,bello,35,masculino,tecnológico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,81,12,14.0
60,medellin,30,femenino,técnico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,880,12,14.0
7,medellin,31,femenino,profesional,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,81,12,14.0
9,medellin,22,femenino,técnico,ninguno,termino fijo,guia educativo,800000,guia educativo,operativo,81,12,14.0
9,medellin,34,femenino,profesional,ninguno,termino fijo,profesional,800000,guía educativo - metro de medellín,operativo,81,10,14.0
99,bello,44,femenino,técnico,ninguno,termino fijo,técnico,800000,guía educativo - metro de medellín,operativo,81,10,14.0
99,itagui,36,femenino,técnico,ninguno,termino fijo,técnico,800000,guía educativo - metro de medellín,operativo,453,10,14.0
5,medellin,40,femenino,técnico,ninguno,termino fijo,técnico,800000,guía educativo - metro de medellín,operativo,872,10,14.0
3,medellin,36,femenino,secundaria,ninguno,termino fijo,bachiller,800000,guía educativo - metro de medellín,operativo,81,10,14.0
99,bello,46,femenino,tecnológico,ninguno,termino fijo,tecnológico,800000,guía educativo - metro de medellín,operativo,81,10,14.0
2,medellin,32,femenino,tecnológico,ninguno,termino fijo,tecnológico,800000,guía educativo - metro de medellín,operativo,81,10,14.0
13,medellin,26,femenino,profesional,ninguno,termino fijo,profesional,800000,guía educativo - metro de medellín,operativo,1132,10,14.0
99,bello,24,femenino,técnico,ninguno,termino fijo,técnico,800000,guía educativo - metro de medellín,operativo,1315,10,14.0
80,medellin,25,femenino,técnico,ninguno,termino fijo,técnico,800000,guía educativo - metro de medellín,operativo,944,10,14.0
99,bello,28,masculino,tecnológico,ninguno,termino fijo,tecnológico,800000,guía educativo - metro de medellín,operativo,1161,10,14.0
9,medellin,29,femenino,técnico,ninguno,termino fijo,técnico,800000,guía educativo - metro de medellín,operativo,81,10,14.0
99,sabaneta,21,femenino,secundaria,ninguno,termino fijo,bachiller,800000,guía educativo - metro de medellín,operativo,81,10,14.0
6,medellin,25,masculino,técnico,ninguno,termino fijo,técnico,800000,guía educativo - metro de medellín,operativo,81,10,14.0
99,copacabana,25,femenino,tecnológico,ninguno,termino fijo,tecnológico,800000,guía educativo - metro de medellín,operativo,916,10,14.0
3,medellin,22,femenino,técnico,ninguno,termino fijo,técnico,800000,guía educativo - metro de medellín,operativo,243,10,14.0
16,medellin,20,femenino,técnico,ninguno,termino fijo,técnico,800000,guía educativo - metro de medellín,operativo,399,10,14.0
99,itagui,35,masculino,secundaria,ninguno,termino indefinido,conductor,800000,conductor,operativo,14,6,6.0
6,medellin,21,masculino,técnico,ninguno,obra o labor,auxiliar de bodega,770400,auxiliar de bodega,operativo,27,6,7.0
99,bello,26,masculino,técnico,ninguno,obra o labor,auxiliar de bodega,770400,auxiliar de bodega,operativo,69,6,7.0
99,bello,28,masculino,secundaria,ninguno,obra o labor,oficios varios,770400,auxiliar de bodega,operativo,11,6,7.0
99,girardota,18,masculino,secundaria,ninguno,obra o labor,produccion,770400,auxiliar de bodega,operativo,10,6,7.0
99,bello,23,masculino,técnico,ninguno,termino fijo,asesor comercial,800000,asesor comercial,comercial,55,20,28.0
3,medellin,36,masculino,ninguno,ninguno,obra o labor,oficial de obra,1200000,oficial de construccion,operativo,450,4,4.0
7,medellin,22,masculino,ninguno,ninguno,obra o labor,oficial de obra,1200000,oficial de construccion,operativo,33,8,8.0
99,envigado,21,femenino,secundaria,ninguno,termino indefinido,bachiller academico,737717,cajera vendedora,operativo,31,17,29.0
99,bello,22,masculino,tecnológico,ninguno,termino fijo,tecnologo mecanico,800000,guía educativo - metro de medellín,operativo,81,7,14.0
16,medellin,22,masculino,tecnológico,ninguno,termino fijo,tecnologo en gestión humana,800000,guía educativo - metro de medellín,operativo,81,4,14.0
99,bello,25,masculino,tecnológico,ninguno,termino fijo,gestion de producción industrial,800000,guía educativo - metro de medellín,operativo,81,11,14.0
99,itagui,24,masculino,tecnológico,ninguno,termino fijo,trabajador social,800000,guía educativo - metro de medellín,operativo,81,5,14.0
7,medellin,25,femenino,técnico,ninguno,termino fijo,secretariado gerencial,800000,guía educativo - metro de medellín,operativo,756,1,14.0
2,medellin,25,femenino,técnico,ninguno,termino fijo,nómina y prestaciones sociales,800000,guía educativo - metro de medellín,operativo,81,13,14.0
2,medellin,25,masculino,técnico,ninguno,termino fijo,instalción de redes electricas,800000,guía educativo - metro de medellín,operativo,603,3,14.0
99,bello,24,femenino,secundaria,ninguno,termino fijo,acedemico,800000,guía educativo - metro de medellín,operativo,99,5,14.0
8,medellin,30,masculino,técnico,ninguno,termino fijo,ventas de productos y servicios,800000,guía educativo - metro de medellín,operativo,81,7,14.0
9,medellin,28,femenino,técnico,ninguno,termino fijo,secretariado ejecutivo sistema,800000,guía educativo - metro de medellín,operativo,81,11,14.0
6,medellin,32,masculino,tecnológico,ninguno,termino fijo,documentación y archivistica,800000,guía educativo - metro de medellín,operativo,54,6,14.0
16,medellin,39,masculino,especialización,ninguno,termino fijo,gerente de proyectos,800000,guía educativo - metro de medellín,operativo,1264,3,14.0
11,medellin,42,masculino,profesional,ninguno,termino fijo,psicologo social comunitario,800000,guía educativo - metro de medellín,operativo,1285,11,14.0
99,bello,35,masculino,especialización,ninguno,termino fijo,gerencia de proyectos,800000,guía educativo - metro de medellín,operativo,1106,10,14.0
99,barbosa,48,masculino,técnico,ninguno,termino fijo,venta de productos y servicios,800000,guía educativo - metro de medellín,operativo,686,12,14.0
11,medellin,36,femenino,técnico,ninguno,termino fijo,call center servicio estrategico,800000,guía educativo - metro de medellín,operativo,81,7,14.0
16,medellin,31,femenino,técnico,ninguno,termino fijo,gestión del talento y recurso humano,800000,guía educativo - metro de medellín,operativo,540,2,14.0
2,medellin,32,femenino,técnico,ninguno,termino fijo,procedimeitos judiciales,800000,guía educativo - metro de medellín,operativo,81,2,14.0
99,itagui,33,femenino,tecnológico,ninguno,termino fijo,gestión administrativa,800000,guia educativa metro,operativo,461,11,14.0
